,Subject_name,Available,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2023,Aerospace Systems,TRUE,6.12,7.82,9.95,12.59,15.79,19.63,24.14,29.3,35.06,41.29,47.81,54.4,60.85,66.93,72.5,77.45,81.73,85.35,88.36,90.81,92.79
2023,Agricultural Science,TRUE,0.31,0.46,0.69,1.04,1.55,2.31,3.44,5.08,7.44,10.78,15.37,21.45,29.1,38.15,48.1,58.21,67.68,75.89,82.55,87.67,91.44
2023,Ancient History,TRUE,2.6,3.5,4.7,6.29,8.36,11.03,14.42,18.64,23.75,29.75,36.54,43.91,51.56,59.14,66.3,72.79,78.43,83.18,87.05,90.14,92.55
2023,Arabic,TRUE,8.96,11.19,13.89,17.11,20.89,25.26,30.19,35.63,41.46,47.54,53.7,59.75,65.51,70.85,75.67,79.92,83.59,86.7,89.3,91.44,93.18
2023,Biology,TRUE,0.26,0.41,0.64,1,1.56,2.41,3.72,5.7,8.64,12.88,18.77,26.55,36.11,46.92,58.02,68.37,77.17,84.09,89.21,92.82,95.28
2023,Business,TRUE,3.91,5.12,6.67,8.66,11.16,14.28,18.09,22.65,27.97,33.98,40.56,47.5,54.54,61.4,67.83,73.66,78.75,83.09,86.69,89.63,91.97
2023,Chemistry,TRUE,0.06,0.11,0.2,0.35,0.61,1.07,1.87,3.23,5.54,9.35,15.34,24.14,35.86,49.55,63.31,75.2,84.19,90.35,94.27,96.65,98.07
2023,Chinese,TRUE,5.95,7.54,9.51,11.93,14.86,18.36,22.46,27.18,32.48,38.26,44.4,50.72,57.01,63.08,68.76,73.93,78.52,82.48,85.85,88.66,90.97
2023,Chinese Extension,FALSE,,,,,,,,,,,,,,,,,,,,,
2023,Dance,TRUE,0.9,1.21,1.64,2.21,2.98,4,5.35,7.13,9.44,12.4,16.11,20.68,26.14,32.45,39.47,46.95,54.58,61.99,68.89,75.03,80.31
2023,Design,TRUE,6.45,8.01,9.91,12.2,14.93,18.14,21.87,26.12,30.87,36.06,41.6,47.36,53.19,58.94,64.45,69.6,74.3,78.51,82.18,85.35,88.04
2023,Digital Solutions,TRUE,2.47,3.44,4.78,6.61,9.07,12.32,16.53,21.82,28.22,35.66,43.85,52.39,60.8,68.61,75.49,81.27,85.95,89.6,92.39,94.48,96.02
2023,Drama,TRUE,1.45,1.96,2.66,3.6,4.84,6.49,8.65,11.45,14.99,19.4,24.72,30.94,37.94,45.48,53.23,60.83,67.93,74.3,79.77,84.33,88.01
2023,Earth and Environmental Science,TRUE,0.15,0.24,0.38,0.6,0.95,1.49,2.34,3.65,5.67,8.69,13.1,19.27,27.44,37.46,48.69,60.05,70.42,79.04,85.66,90.44,93.75
2023,Economics,TRUE,1.17,1.76,2.62,3.9,5.77,8.44,12.2,17.32,23.99,32.23,41.75,51.93,61.95,71.04,78.71,84.78,89.36,92.68,95.02,96.64,97.74
2023,Engineering,TRUE,2.39,3.44,4.92,7,9.87,13.73,18.8,25.19,32.87,41.6,50.88,60.11,68.66,76.12,82.25,87.08,90.74,93.45,95.4,96.79,97.77
2023,English,TRUE,2.15,3,4.17,5.78,7.95,10.84,14.62,19.43,25.36,32.36,40.25,48.68,57.19,65.29,72.6,78.86,84.01,88.09,91.24,93.62,95.38
2023,English and Literature Extension,TRUE,2.47,3.46,4.84,6.72,9.25,12.62,16.98,22.46,29.1,36.76,45.15,53.83,62.29,70.05,76.81,82.43,86.92,90.4,93.02,94.97,96.4
2023,English as an Additional Language,TRUE,3.87,5.13,6.77,8.89,11.59,14.98,19.14,24.13,29.94,36.47,43.54,50.89,58.19,65.16,71.53,77.14,81.93,85.9,89.11,91.66,93.66
2023,Film Television and New Media,TRUE,2.96,3.81,4.89,6.25,7.96,10.08,12.7,15.87,19.65,24.09,29.15,34.8,40.91,47.31,53.8,60.17,66.2,71.76,76.72,81.04,84.72
2023,Food and Nutrition,TRUE,5.38,6.77,8.48,10.58,13.12,16.17,19.76,23.92,28.65,33.89,39.55,45.52,51.61,57.66,63.49,68.94,73.92,78.35,82.21,85.51,88.28
2023,French,TRUE,0.39,0.65,1.08,1.78,2.93,4.78,7.71,12.2,18.78,27.79,39.04,51.59,63.94,74.69,83.08,89.1,93.15,95.77,97.41,98.43,99.05
2023,General Mathematics,TRUE,5.44,6.85,8.6,10.75,13.35,16.47,20.15,24.41,29.24,34.58,40.35,46.4,52.55,58.63,64.46,69.88,74.81,79.16,82.94,86.15,88.84
2023,Geography,TRUE,2.49,3.44,4.73,6.48,8.8,11.86,15.8,20.74,26.74,33.72,41.5,49.73,57.97,65.79,72.84,78.9,83.9,87.91,91.02,93.39,95.17
2023,German,TRUE,0.13,0.23,0.4,0.69,1.2,2.07,3.56,6.04,10.07,16.33,25.37,37.2,50.79,64.26,75.8,84.51,90.48,94.31,96.65,98.05,98.87
2023,German Extension,FALSE,#CALC!,,,,,,,,,,,,,,,,,,,,
2023,Health,TRUE,3.85,5,6.47,8.33,10.66,13.55,17.07,21.29,26.21,31.82,38.01,44.61,51.41,58.16,64.61,70.57,75.91,80.54,84.46,87.72,90.37
2023,Italian,TRUE,5.75,7.54,9.83,12.72,16.3,20.65,25.8,31.73,38.31,45.35,52.58,59.71,66.45,72.58,77.96,82.54,86.33,89.41,91.86,93.78,95.27
2023,Japanese,TRUE,4.24,5.7,7.63,10.14,13.36,17.4,22.34,28.21,34.93,42.3,50.03,57.77,65.14,71.85,77.71,82.64,86.67,89.88,92.39,94.31,95.77
2023,Korean,TRUE,8.4,10.56,13.19,16.36,20.11,24.48,29.44,34.94,40.87,47.09,53.39,59.59,65.49,70.96,75.88,80.19,83.9,87.03,89.62,91.75,93.47
2023,Legal Studies,TRUE,4.22,5.58,7.34,9.6,12.46,16.02,20.37,25.53,31.49,38.13,45.24,52.55,59.75,66.56,72.74,78.15,82.75,86.54,89.6,92.03,93.94
2023,Literature,TRUE,1.1,1.62,2.38,3.49,5.09,7.36,10.54,14.87,20.57,27.75,36.28,45.77,55.58,64.98,73.34,80.31,85.81,89.96,93,95.17,96.69
2023,Marine Science,TRUE,0.83,1.19,1.7,2.43,3.46,4.91,6.92,9.66,13.34,18.14,24.17,31.45,39.77,48.72,57.76,66.31,73.91,80.3,85.44,89.41,92.4
2023,Mathematical Methods,TRUE,3.86,5.42,7.56,10.46,14.29,19.22,25.35,32.65,40.89,49.69,58.5,66.8,74.17,80.39,85.4,89.3,92.26,94.45,96.04,97.2,98.02
2023,Modern History,TRUE,1.74,2.44,3.4,4.72,6.52,8.94,12.14,16.29,21.51,27.84,35.2,43.34,51.86,60.27,68.11,75.05,80.9,85.64,89.36,92.2,94.33
2023,Music,TRUE,1.57,2.13,2.89,3.92,5.29,7.1,9.47,12.53,16.4,21.16,26.87,33.47,40.78,48.53,56.34,63.85,70.74,76.8,81.92,86.12,89.46
2023,Music Extension (Composition),TRUE,0.63,0.9,1.28,1.83,2.59,3.66,5.16,7.21,10,13.71,18.51,24.52,31.71,39.9,48.7,57.58,65.99,73.5,79.86,85.01,89.02
2023,Music Extension (Performance),TRUE,0.44,0.63,0.91,1.32,1.9,2.73,3.9,5.56,7.86,11,15.19,20.6,27.32,35.27,44.12,53.36,62.38,70.61,77.69,83.46,87.97
2023,Philosophy and Reason,TRUE,2.75,3.84,5.33,7.37,10.09,13.68,18.28,24,30.84,38.63,47.05,55.64,63.9,71.42,77.91,83.28,87.55,90.85,93.34,95.19,96.54
2023,Physical Education,TRUE,3.27,4.26,5.53,7.15,9.2,11.77,14.93,18.75,23.3,28.55,34.46,40.89,47.65,54.49,61.17,67.46,73.17,78.2,82.52,86.13,89.1
2023,Physics,TRUE,0.09,0.16,0.27,0.47,0.81,1.38,2.35,3.99,6.68,10.97,17.52,26.8,38.68,52.08,65.19,76.34,84.76,90.55,94.29,96.6,98
2023,Psychology,TRUE,0.65,0.95,1.37,1.99,2.87,4.12,5.88,8.34,11.7,16.17,21.92,29.01,37.3,46.41,55.76,64.72,72.76,79.54,84.98,89.17,92.3
2023,Spanish,TRUE,0.96,1.46,2.22,3.36,5.06,7.55,11.13,16.1,22.73,31.08,40.88,51.45,61.9,71.35,79.24,85.4,89.97,93.22,95.47,97,98.02
2023,Specialist Mathematics,TRUE,1.94,2.94,4.45,6.67,9.88,14.4,20.52,28.37,37.8,48.26,58.87,68.71,77.11,83.79,88.81,92.41,94.92,96.63,97.78,98.54,99.04
2023,Study of Religion,TRUE,1.74,2.48,3.53,4.98,7,9.76,13.43,18.22,24.23,31.46,39.72,48.61,57.59,66.09,73.67,80.06,85.22,89.22,92.24,94.46,96.08
2023,Vietnamese,TRUE,8.39,10.55,13.18,16.35,20.1,24.46,29.42,34.93,40.86,47.08,53.38,59.58,65.49,70.96,75.88,80.2,83.91,87.03,89.63,91.75,93.47
2023,Visual Art,TRUE,5.71,7.14,8.9,11.03,13.61,16.67,20.25,24.38,29.05,34.21,39.77,45.61,51.57,57.49,63.2,68.56,73.47,77.86,81.7,85.01,87.81
2022,Aboriginal and Torres Strait Islander Studies,FALSE,,,,,,,,,,,,,,,,,,,,,
2022,Accounting,TRUE,3.99,5.36,7.17,9.53,12.57,16.39,21.1,26.73,33.22,40.43,48.07,55.81,63.27,70.15,76.22,81.39,85.64,89.05,91.73,93.8,95.38
2022,Aerospace Systems,TRUE,2.58,3.53,4.8,6.5,8.75,11.68,15.43,20.11,25.77,32.37,39.77,47.66,55.67,63.39,70.49,76.71,81.96,86.24,89.63,92.26,94.26
2022,Agricultural Science,TRUE,0.41,0.61,0.9,1.34,1.98,2.91,4.27,6.23,9,12.82,17.96,24.57,32.65,41.9,51.77,61.49,70.38,77.96,84.03,88.68,92.1
2022,Ancient History,TRUE,2.48,3.37,4.58,6.2,8.33,11.11,14.66,19.12,24.53,30.89,38.07,45.81,53.76,61.53,68.74,75.15,80.62,85.12,88.72,91.54,93.7
2022,Arabic,FALSE,,,,,,,,,,,,,,,,,,,,,
2022,Biology,TRUE,0.24,0.38,0.6,0.95,1.5,2.36,3.69,5.73,8.79,13.25,19.5,27.75,37.85,49.13,60.49,70.83,79.38,85.93,90.64,93.88,96.05
2022,Business,TRUE,4.72,6.09,7.84,10.03,12.75,16.07,20.06,24.76,30.13,36.11,42.56,49.27,56.01,62.53,68.63,74.14,78.98,83.13,86.59,89.43,91.73
2022,Chemistry,TRUE,0.13,0.21,0.36,0.62,1.06,1.79,3.02,5.05,8.34,13.45,20.97,31.2,43.65,56.96,69.33,79.43,86.84,91.85,95.06,97.05,98.25
2022,Chinese,TRUE,3.39,4.47,5.88,7.69,10,12.9,16.5,20.86,26.01,31.92,38.47,45.47,52.66,59.74,66.43,72.52,77.88,82.44,86.23,89.31,91.76
2022,Chinese Extension,TRUE,3.37,4.45,5.85,7.66,9.96,12.86,16.45,20.81,25.95,31.86,38.42,45.42,52.62,59.7,66.4,72.5,77.86,82.43,86.23,89.31,91.77
2022,Dance,TRUE,1.36,1.81,2.41,3.19,4.22,5.56,7.29,9.51,12.31,15.79,20.03,25.07,30.89,37.38,44.37,51.59,58.74,65.54,71.75,77.24,81.93
2022,Design,TRUE,5.71,7.24,9.14,11.47,14.31,17.7,21.7,26.32,31.52,37.23,43.31,49.61,55.92,62.05,67.81,73.08,77.76,81.84,85.31,88.21,90.6
2022,Digital Solutions,TRUE,3.48,4.75,6.46,8.73,11.7,15.5,20.25,26.01,32.73,40.25,48.26,56.36,64.13,71.22,77.41,82.59,86.79,90.09,92.64,94.57,96.02
2022,Drama,TRUE,1.51,2.07,2.82,3.83,5.18,6.98,9.34,12.39,16.26,21.05,26.81,33.46,40.85,48.67,56.56,64.13,71.06,77.13,82.24,86.41,89.72
2022,Earth and Environmental Science,TRUE,0.07,0.12,0.21,0.36,0.6,1.01,1.69,2.83,4.69,7.68,12.32,19.19,28.63,40.41,53.4,65.94,76.59,84.69,90.33,94.05,96.39
2022,Economics,TRUE,1.18,1.77,2.64,3.92,5.8,8.49,12.26,17.39,24.08,32.33,41.86,52.03,62.04,71.12,78.77,84.83,89.39,92.7,95.03,96.65,97.75
2022,Engineering,TRUE,3.09,4.36,6.13,8.54,11.79,16.06,21.5,28.15,35.93,44.52,53.45,62.17,70.17,77.09,82.81,87.33,90.79,93.38,95.28,96.66,97.64
2022,English,TRUE,2.31,3.23,4.5,6.24,8.58,11.71,15.77,20.92,27.19,34.53,42.69,51.26,59.76,67.72,74.76,80.71,85.52,89.3,92.18,94.33,95.92
2022,English and Literature Extension,TRUE,1.98,2.83,4.05,5.74,8.1,11.3,15.55,21.02,27.79,35.74,44.57,53.75,62.69,70.84,77.83,83.54,88.01,91.39,93.88,95.68,96.97
2022,English as an Additional Language,TRUE,2.13,3.01,4.23,5.91,8.22,11.31,15.36,20.54,26.91,34.4,42.75,51.54,60.23,68.33,75.44,81.4,86.17,89.87,92.67,94.74,96.25
2022,Film Television and New Media,TRUE,3.4,4.34,5.52,6.99,8.82,11.07,13.8,17.09,20.96,25.44,30.52,36.11,42.11,48.35,54.64,60.79,66.61,71.97,76.77,80.96,84.55
2022,Food and Nutrition,TRUE,4.29,5.54,7.12,9.11,11.59,14.63,18.31,22.66,27.7,33.37,39.57,46.12,52.81,59.4,65.67,71.43,76.58,81.04,84.82,87.96,90.52
2022,French,TRUE,0.58,0.93,1.5,2.39,3.81,6.01,9.37,14.31,21.24,30.33,41.29,53.18,64.72,74.77,82.71,88.54,92.58,95.27,97.02,98.13,98.84
2022,General Mathematics,TRUE,5.01,6.41,8.16,10.34,13.01,16.26,20.12,24.64,29.79,35.51,41.68,48.12,54.62,60.97,66.97,72.46,77.35,81.59,85.19,88.18,90.64
2022,Geography,TRUE,3.08,4.22,5.77,7.85,10.58,14.12,18.59,24.09,30.6,37.99,45.98,54.18,62.16,69.54,76.03,81.5,85.96,89.48,92.2,94.26,95.8
2022,German,TRUE,0.22,0.37,0.63,1.07,1.81,3.05,5.08,8.34,13.4,20.83,30.92,43.23,56.43,68.78,78.93,86.44,91.55,94.86,96.91,98.16,98.91
2022,German Extension,FALSE,,,,,,,,,,,,,,,,,,,,,
2022,Health,TRUE,4.71,6.06,7.75,9.87,12.5,15.69,19.52,24.03,29.19,34.95,41.19,47.72,54.33,60.8,66.9,72.49,77.45,81.74,85.37,88.38,90.84
2022,Italian,TRUE,1.43,2.11,3.11,4.55,6.62,9.54,13.56,18.91,25.75,34.02,43.4,53.28,62.9,71.6,78.94,84.79,89.23,92.49,94.83,96.46,97.59
2022,Japanese,TRUE,4.68,6.27,8.34,11.02,14.42,18.65,23.78,29.8,36.61,44.01,51.68,59.28,66.45,72.94,78.58,83.31,87.17,90.24,92.64,94.48,95.88
2022,Korean,TRUE,9.17,11.42,14.14,17.37,21.17,25.53,30.45,35.86,41.65,47.68,53.78,59.77,65.49,70.78,75.57,79.8,83.45,86.56,89.16,91.3,93.06
2022,Legal Studies,TRUE,4.48,5.91,7.75,10.1,13.06,16.73,21.18,26.44,32.46,39.13,46.23,53.49,60.6,67.29,73.35,78.63,83.12,86.81,89.8,92.17,94.03
2022,Literature,TRUE,1.32,1.93,2.82,4.1,5.93,8.5,12.04,16.79,22.92,30.47,39.25,48.78,58.4,67.42,75.31,81.8,86.89,90.71,93.51,95.5,96.9
2022,Marine Science,TRUE,0.73,1.08,1.58,2.32,3.38,4.9,7.07,10.08,14.19,19.61,26.46,34.67,43.9,53.58,62.99,71.51,78.73,84.52,88.95,92.23,94.6
2022,Mathematical Methods,TRUE,3.51,5.01,7.09,9.95,13.8,18.81,25.12,32.69,41.29,50.45,59.59,68.1,75.55,81.73,86.63,90.37,93.14,95.16,96.61,97.63,98.35
2022,Modern History,TRUE,1.42,2.03,2.91,4.14,5.86,8.23,11.45,15.71,21.18,27.92,35.84,44.6,53.72,62.59,70.69,77.67,83.37,87.85,91.24,93.76,95.59
2022,Music,TRUE,1.24,1.73,2.42,3.37,4.68,6.46,8.85,12.01,16.11,21.27,27.54,34.84,42.93,51.41,59.81,67.67,74.65,80.55,85.35,89.13,92.02
2022,Music Extension (Composition),TRUE,1.25,1.72,2.37,3.25,4.44,6.05,8.18,10.98,14.6,19.14,24.69,31.22,38.6,46.54,54.66,62.54,69.81,76.2,81.6,86,89.48
2022,Music Extension (Performance),TRUE,0.49,0.71,1.03,1.49,2.16,3.11,4.46,6.35,8.98,12.54,17.25,23.26,30.59,39.05,48.23,57.53,66.32,74.12,80.63,85.82,89.8
2022,Philosophy and Reason,TRUE,2.84,3.97,5.52,7.63,10.45,14.15,18.9,24.77,31.75,39.67,48.17,56.77,64.98,72.39,78.75,83.97,88.1,91.27,93.66,95.43,96.72
2022,Physical Education,TRUE,3.13,4.11,5.39,7.04,9.14,11.79,15.08,19.09,23.87,29.41,35.63,42.37,49.42,56.48,63.3,69.61,75.27,80.18,84.31,87.71,90.46
2022,Physics,TRUE,0.1,0.17,0.29,0.5,0.87,1.5,2.57,4.38,7.37,12.14,19.34,29.39,41.95,55.65,68.53,79.08,86.78,91.93,95.19,97.17,98.35
2022,Psychology,TRUE,0.55,0.82,1.21,1.79,2.63,3.86,5.62,8.12,11.6,16.3,22.43,30.03,38.91,48.6,58.39,67.56,75.56,82.11,87.2,91,93.75
2022,Spanish,TRUE,0.98,1.51,2.34,3.59,5.47,8.26,12.29,17.89,25.32,34.53,45.07,56.07,66.51,75.54,82.77,88.2,92.08,94.76,96.57,97.77,98.55
2022,Specialist Mathematics,TRUE,2.74,4.08,6.05,8.89,12.86,18.26,25.27,33.86,43.65,53.97,63.96,72.87,80.26,86.02,90.31,93.38,95.52,97,98,98.67,99.12
2022,Study of Religion,TRUE,2.53,3.53,4.91,6.78,9.3,12.63,16.92,22.3,28.8,36.31,44.55,53.1,61.47,69.22,76.01,81.71,86.29,89.87,92.59,94.63,96.13
2022,Vietnamese,TRUE,5.28,6.76,8.62,10.94,13.78,17.21,21.29,26.04,31.42,37.35,43.68,50.23,56.77,63.08,68.98,74.31,79.01,83.05,86.44,89.24,91.52
2022,Visual Art,TRUE,4.74,6.05,7.69,9.74,12.25,15.31,18.96,23.25,28.16,33.67,39.65,45.96,52.4,58.76,64.84,70.48,75.55,80,83.81,87.02,89.66
